Year,GEO ID,State,State Abbreviation,County Name,"New Diagnoses
Cases","New Diagnoses
Rate","New Diagnoses
Rate Stability","New Diagnoses
Male Rate","New Diagnoses
Male Rate Stability","New Diagnoses
Male Cases","New Diagnoses
Female Rate","New Diagnoses
Female Rate
Stability","New Diagnoses
Female Cases","New Diagnoses
Black Rate","New Diagnoses
Black Rate Stability","New Diagnoses
Black Cases","New Diagnoses
White Rate","New Diagnoses
White Rate Stability","New Diagnoses
White Cases","New Diagnoses
Hispanic Rate","New Diagnoses
Hispanic Rate
Stability","New Diagnoses
Hispanic Cases","New Diagnoses
Asian Rate","New Diagnoses
Asian Rate Stability","New Diagnoses
Asian Cases","New Diagnoses
American
Indian/Alaska
Native Rate","New Diagnoses
American
Indian/Alaska
Native Rate
Stability","New Diagnoses
American
Indian/Alaska
Native Cases","New Diagnoses
Multiple Races Rate","New Diagnoses
Multiple Races Rate
Stability","New Diagnoses
Multiple Races
Cases","New Diagnoses
Native
Hawaiian/Other
Pacific Islander
Rate","New Diagnoses
Native
Hawaiian/Other
Pacific Islander
Rate Stability","New Diagnoses
Native
Hawaiian/Other
Pacific Islander
Cases","New Diagnoses
Age 13-24 Rate","New Diagnoses
Age 13-24 Rate
Stability","New Diagnoses
Age 13-24 Cases","New Diagnoses
Age 25-34 Rate","New Diagnoses
Age 25-34 Rate
Stability","New Diagnoses
Age 25-34 Cases","New Diagnoses
Age 35-44 Rate","New Diagnoses
Age 35-44 Rate
Stability","New Diagnoses
Age 35-44 Cases","New Diagnoses
Age 45-54 Rate","New Diagnoses
Age 45-54 Rate
Stability","New Diagnoses
Age 45-54 Cases","New Diagnoses
Age 55-64 Rate","New Diagnoses
Age 55-64 Rate
Stability","New Diagnoses
Age 55-64 Cases","New Diagnoses
Age 65+ Rate","New Diagnoses
Age 65+ Rate
Stability","New Diagnoses
Age 65+ Cases","New Diagnoses
Heterosexual
Contact Percent","New Diagnoses
Heterosexual
Contact Cases","New Diagnoses IDU
Percent","New Diagnoses IDU
Cases","New Diagnoses
Other Transmission
Category Percent","New Diagnoses
Other Transmission
Category Cases","New Diagnoses
MSM Rate","New Diagnoses
MSM Percent","New Diagnoses
MSM Cases","New Diagnoses
MSM/IDU Percent","New Diagnoses
MSM/IDU Cases","New Diagnoses
Male and MSM
Percent","New Diagnoses
Male and MSM
Cases","New Diagnoses
Male and IDU
Percent","New Diagnoses
Male and IDU
Cases","New Diagnoses
Male and MSM/IDU
Percent","New Diagnoses
Male and MSM/IDU
Cases","New Diagnoses
Male and
Heterosexual
Contact Percent","New Diagnoses
Male and
Heterosexual
Contact Cases","New Diagnoses
Male and Other
Transmission
Category Percent","New Diagnoses
Male and Other
Transmission
Category Cases","New Diagnoses
Female and IDU
Percent","New Diagnoses
Female and IDU
Cases","New Diagnoses
Female and
Heterosexual
Contact Percent","New Diagnoses
Female and
Heterosexual
Contact Cases","New Diagnoses
Female and Other
Transmission
Category Percent","New Diagnoses
Female and Other
Transmission
Category Cases","Correctional
Facility Warning"
2023,12067,Florida,FL,Lafayette County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,1
2023,12069,Florida,FL,Lake County,31,8,Y,14,Y,25,3,N,6,30,Y,12,4,N,10,13,N,9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,21,N,10,16,N,8,12,N,6,-1,-9,-1,0,-9,0,38.7,12,-1,-1,0,0,0.3,54.8,17,-1,-1,68,17,-1,-1,-1,-1,32,8,0,0,-1,-1,-1,-1,0,0,1
2023,12071,Florida,FL,Lee County,94,13,Y,23,Y,81,4,Y,13,41,Y,23,5,Y,23,28,Y,48,0,-9,0,0,-9,0,0,-9,0,0,-9,0,11,N,11,46,Y,41,27,Y,24,6,N,6,7,N,8,2,N,4,37.2,35,3.2,3,0,0,0.8,57.4,54,1.1,1,66.7,54,2.5,2,1.2,1,28.4,23,0,0,7.7,1,92.3,12,0,0,1
2023,12073,Florida,FL,Leon County,81,31,Y,62,Y,75,4,N,6,71,Y,56,15,Y,21,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,38,Y,30,67,Y,27,38,Y,13,17,N,5,-1,-9,-1,-1,-9,-1,16,13,-1,-1,0,0,2.9,81.5,66,-1,-1,88,66,-1,-1,-1,-1,9.3,7,0,0,-1,-1,100,6,0,0,1
2023,12075,Florida,FL,Levy County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2023,12077,Florida,FL,Liberty County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,1
2023,12079,Florida,FL,Madison County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2023,12081,Florida,FL,Manatee County,51,13,Y,21,Y,40,6,N,11,64,Y,19,8,Y,22,16,N,10,0,-9,0,0,-9,0,0,-9,0,0,-9,0,10,N,5,35,Y,16,29,Y,14,16,N,8,-1,-9,-1,-1,-9,-1,29.4,15,-1,-1,0,0,0.9,56.9,29,-1,-1,72.5,29,-1,-1,-1,-1,15,6,0,0,-1,-1,81.8,9,0,0,0
2023,12083,Florida,FL,Marion County,48,14,Y,21,Y,36,7,Y,12,43,Y,18,9,Y,22,10,N,6,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,16,N,8,33,Y,15,22,N,10,18,N,8,13,N,7,0,-9,0,22.9,11,-1,-1,0,0,0.9,60.4,29,-1,-1,80.6,29,-1,-1,-1,-1,-1,-1,0,0,-1,-1,83.3,10,0,0,1
2023,12085,Florida,FL,Martin County,10,7,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,4,N,5,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2023,12086,Florida,FL,Miami-Dade County,1024,44,Y,75,Y,849,15,Y,175,109,Y,353,20,Y,61,37,Y,602,10,N,4,0,-9,0,25.5,N,4,0,-9,0,31,Y,115,101,Y,360,71,Y,263,41,Y,153,28,Y,100,7,Y,33,35.5,364,0.6,6,0.1,1,0.8,63.6,651,0.2,2,76.7,651,0.2,2,0.2,2,22.7,193,0.1,1,2.3,4,97.7,171,0,0,0
2023,12087,Florida,FL,Monroe County,20,28,Y,-1,-9,-1,-1,-9,-1,114,N,5,21,N,10,30,N,5,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,57,N,5,90,N,9,-1,-9,-1,0,-9,0,-1,-9,-1,25,5,0,0,0,0,0.7,75,15,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,12089,Florida,FL,Nassau County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,12091,Florida,FL,Okaloosa County,25,14,Y,16,Y,15,11,N,10,40,N,7,8,N,11,32,N,6,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,36,Y,12,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,60,15,0,0,0,0,1,40,10,0,0,66.7,10,0,0,0,0,33.3,5,0,0,0,0,100,10,0,0,1
2023,12093,Florida,FL,Okeechobee County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,1
2023,12095,Florida,FL,Orange County,468,37,Y,59,Y,358,17,Y,110,96,Y,233,14,Y,71,39,Y,159,4,N,3,0,-9,0,9.4,N,2,0,-9,0,31,Y,74,64,Y,149,66,Y,144,33,Y,63,20,Y,33,3,N,5,41.9,196,1.7,8,0,0,0.5,56,262,0.4,2,73.2,262,1.7,6,0.6,2,24.6,88,0,0,1.8,2,98.2,108,0,0,0
2023,12097,Florida,FL,Osceola County,81,22,Y,37,Y,66,8,Y,15,49,Y,19,7,N,7,27,Y,55,0,-9,0,0,-9,0,0,-9,0,0,-9,0,20,Y,14,57,Y,35,27,Y,18,17,N,10,-1,-9,-1,-1,-9,-1,30.9,25,0,0,0,0,1.1,69.1,56,0,0,84.8,56,0,0,0,0,15.2,10,0,0,0,0,100,15,0,0,1
2023,12099,Florida,FL,Palm Beach County,266,20,Y,28,Y,179,13,Y,87,72,Y,172,5,Y,39,16,Y,50,5,N,2,0,-9,0,18.1,N,3,0,-9,0,13,Y,26,42,Y,73,35,Y,64,31,Y,56,15,Y,30,4,Y,17,56.8,151,3.4,9,0,0,0.5,38,101,1.9,5,56.4,101,2.8,5,2.8,5,37.4,67,0,0,4.6,4,96.6,84,0,0,1
2023,12101,Florida,FL,Pasco County,57,11,Y,18,Y,48,3,N,9,44,Y,16,7,Y,25,14,Y,14,10,N,2,0,-9,0,0,-9,0,0,-9,0,15,Y,13,18,Y,13,15,Y,13,12,N,10,8,N,7,1,N,1,21.1,12,12.3,7,0,0,0.4,59.6,34,7,4,70.8,34,8.3,4,8.3,4,12.5,6,0,0,33.3,3,66.7,6,0,0,1
2023,12103,Florida,FL,Pinellas County,149,17,Y,29,Y,119,7,Y,30,65,Y,53,11,Y,67,26,Y,24,13,N,4,0,-9,0,6.8,N,1,0,-9,0,22,Y,23,32,Y,38,30,Y,34,21,Y,24,17,Y,25,2,N,5,25.5,38,7.4,11,0,0,0.2,64.4,96,2.7,4,80.7,96,3.4,4,3.4,4,12.6,15,0,0,23.3,7,76.7,23,0,0,0
2023,12105,Florida,FL,Polk County,151,22,Y,35,Y,120,9,Y,31,76,Y,76,10,Y,35,18,Y,36,7,N,1,0,-9,0,29.8,N,3,0,-9,0,31,Y,38,42,Y,46,27,Y,29,22,Y,21,12,N,11,4,N,6,40.4,61,4.6,7,0,0,1.2,53.6,81,2,3,67.5,81,4.2,5,2.5,3,26.7,32,0,0,6.5,2,93.5,29,0,0,1
2023,12107,Florida,FL,Putnam County,5,8,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2023,12109,Florida,FL,St. Johns County,15,6,Y,8,N,10,4,N,5,36,N,5,4,N,8,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,18,N,5,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,40,6,-1,-1,0,0,0.3,40,6,-1,-1,60,6,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0
2023,12111,Florida,FL,St. Lucie County,61,19,Y,27,Y,43,11,Y,18,53,Y,36,5,N,9,23,Y,16,0,-9,0,0,-9,0,0,-9,0,0,-9,0,15,N,7,52,Y,22,40,Y,18,21,N,9,-1,-9,-1,-1,-9,-1,52.5,32,-1,-1,0,0,0.7,42.6,26,-1,-1,60.5,26,-1,-1,-1,-1,37.2,16,0,0,-1,-1,88.9,16,0,0,0
2023,12113,Florida,FL,Santa Rosa County,6,4,N,7,N,6,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,0,0,0,0,0.3,83.3,5,-1,-1,83.3,5,0,0,-1,-1,-1,-1,0,0,-8,0,-8,-1,-8,0,1
2023,12115,Florida,FL,Sarasota County,34,8,Y,12,Y,25,4,N,9,96,Y,16,3,N,10,19,N,8,0,-9,0,0,-9,0,0,-9,0,0,-9,0,11,N,5,28,N,11,19,N,8,-1,-9,-1,7,N,5,-1,-9,-1,41.2,14,-1,-1,0,0,0.3,47.1,16,-1,-1,64,16,-1,-1,-1,-1,20,5,0,0,-1,-1,100,9,0,0,0
2023,12117,Florida,FL,Seminole County,68,16,Y,26,Y,52,7,Y,16,55,Y,27,6,Y,13,23,Y,22,22,N,5,0,-9,0,-1,-9,-1,-1,-9,-1,16,N,11,31,Y,21,25,Y,18,14,N,9,-1,-9,-1,-1,-9,-1,51.5,35,-1,-1,0,0,0.4,44.1,30,-1,-1,57.7,30,-1,-1,-1,-1,40.4,21,0,0,-1,-1,87.5,14,0,0,0
2023,12119,Florida,FL,Sumter County,6,4,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2023,12121,Florida,FL,Suwannee County,5,13,N,25,N,5,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-8,0,-8,-1,-8,0,1
2023,12123,Florida,FL,Taylor County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2023,12125,Florida,FL,Union County,9,69,N,110,N,9,0,-9,0,215,N,6,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-8,-1,-8,-1,-8,0,1
2023,12127,Florida,FL,Volusia County,69,13,Y,21,Y,54,6,Y,15,59,Y,31,8,Y,29,11,N,9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,23,Y,18,21,Y,14,13,N,9,19,Y,13,11,N,10,3,N,5,11.6,8,20.3,14,0,0,0.8,59.4,41,8.7,6,75.9,41,9.3,5,11.1,6,3.7,2,0,0,60,9,40,6,0,0,1
2023,12129,Florida,FL,Wakulla County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2023,12131,Florida,FL,Walton County,7,10,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2023,12133,Florida,FL,Washington County,12,55,Y,104,Y,12,0,-9,0,276,N,8,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,176,N,6,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-1,0,0,0,0,10.5,75,9,-1,-1,75,9,0,0,-1,-1,-1,-1,0,0,-8,0,-8,-1,-8,0,1
2023,13001,Georgia,GA,Appling County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13003,Georgia,GA,Atkinson County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13005,Georgia,GA,Bacon County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13007,Georgia,GA,Baker County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2023,13009,Georgia,GA,Baldwin County,11,29,N,31,N,6,27,N,5,45,N,7,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,101,N,5,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,54.5,6,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,1
2023,13011,Georgia,GA,Banks County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13013,Georgia,GA,Barrow County,15,20,Y,21,N,8,18,N,7,70,N,8,-1,-9,-1,43,N,5,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,52,N,7,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,53.3,8,0,0,0,0,0.6,46.7,7,0,0,87.5,7,0,0,0,0,-1,-1,0,0,0,0,100,7,0,0,0
2023,13015,Georgia,GA,Bartow County,13,14,Y,-1,-9,-1,-1,-9,-1,46,N,5,10,N,7,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,34,N,5,-1,-9,-1,-1,-9,-1,0,-9,0,76.9,10,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13017,Georgia,GA,Ben Hill County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13019,Georgia,GA,Berrien County,7,45,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,40,N,5,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13021,Georgia,GA,Bibb County,54,42,Y,63,Y,38,23,Y,16,59,Y,42,19,N,9,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,31,N,8,109,Y,24,63,Y,12,-1,-9,-1,-1,-9,-1,-1,-9,-1,37,20,-1,-1,0,0,4.1,53.7,29,-1,-1,76.3,29,-1,-1,-1,-1,18.4,7,0,0,-1,-1,87.5,14,0,0,1
2023,13023,Georgia,GA,Bleckley County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2023,13025,Georgia,GA,Brantley County,0,0,-9,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-8,0,-8,0,-8,0,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,0
2023,13027,Georgia,GA,Brooks County,5,36,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13029,Georgia,GA,Bryan County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13031,Georgia,GA,Bulloch County,16,22,Y,-1,-9,-1,-1,-9,-1,39,N,8,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,65,N,7,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,-1,-1,-1,-1,0,0,2.8,81.3,13,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13033,Georgia,GA,Burke County,5,25,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,0,-9,0,0,-9,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13035,Georgia,GA,Butts County,21,91,Y,-1,-9,-1,-1,-9,-1,212,Y,14,-1,-9,-1,-1,-9,-1,0,-9,0,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,199,N,8,165,N,6,-1,-9,-1,-1,-9,-1,-1,-9,-1,23.8,5,-1,-1,0,0,3,66.7,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2023,13037,Georgia,GA,Calhoun County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2023,13039,Georgia,GA,Camden County,6,13,N,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,0,-9,0,0,-9,0,0,-9,0,0,-9,0,-1,-9,-1,0,-9,0,56,N,5,-1,-9,-1,0,-9,0,0,-9,0,-1,-9,-1,-1,-1,0,0,0,0,3.1,83.3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2023,13043,Georgia,GA,Candler County,-1,-1,-9,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
